heuristic,ok,steps,nodes,state
xgb_scratch,True,15,52,"1,3,4,8,5,6,2,7,10,11,12,0,9,13,14,15"
xgb_scratch,True,17,84,"7,2,3,4,1,5,10,8,9,6,15,0,13,14,12,11"
xgb_scratch,True,15,36,"1,3,7,4,6,11,0,8,5,2,14,12,9,10,13,15"
xgb_scratch,True,15,71,"1,2,3,4,5,8,0,15,9,7,6,12,13,10,14,11"
xgb_scratch,True,13,23,"1,6,2,4,10,9,3,8,5,14,7,12,13,11,0,15"
xgb_scratch,True,16,207,"1,2,4,8,5,6,11,3,9,10,0,12,13,7,14,15"
xgb_scratch,True,20,181,"2,6,3,4,13,0,7,8,14,1,10,11,5,9,15,12"
xgb_scratch,True,15,74,"2,6,4,7,1,3,0,5,9,10,11,8,13,14,15,12"
xgb_scratch,True,18,196,"1,2,7,3,5,6,4,8,0,11,15,14,9,13,10,12"
xgb_scratch,True,17,78,"1,3,4,8,6,2,7,11,5,10,14,12,13,9,0,15"
xgb_scratch,True,20,399,"1,2,3,4,9,5,6,0,13,7,12,11,14,10,15,8"
xgb_scratch,True,14,20,"2,10,7,3,1,9,6,4,5,14,11,8,13,0,15,12"
xgb_scratch,True,12,16,"1,6,2,8,5,10,4,3,9,14,7,12,13,0,11,15"
xgb_scratch,True,14,58,"5,1,2,4,9,6,3,7,0,10,11,12,13,14,8,15"
xgb_scratch,True,19,34,"6,5,1,4,10,11,2,7,9,14,3,8,0,13,15,12"
xgb_scratch,True,17,33,"1,6,2,3,10,7,0,4,5,9,14,8,13,11,12,15"
xgb_scratch,True,16,55,"6,2,4,8,1,0,5,12,9,10,3,7,13,14,11,15"
xgb_scratch,True,16,36,"5,1,2,3,6,7,4,0,9,14,10,8,13,15,12,11"
xgb_scratch,True,16,111,"1,2,3,4,5,10,6,7,11,13,8,12,9,14,15,0"
xgb_scratch,True,14,31,"5,1,3,4,10,2,7,8,6,13,15,11,9,0,14,12"
xgb_scratch,True,16,66,"1,8,3,4,5,2,6,11,9,10,15,7,13,14,12,0"
xgb_scratch,True,15,48,"5,1,7,3,0,8,2,4,9,6,11,12,13,10,14,15"
xgb_scratch,True,16,69,"1,2,3,4,13,5,7,8,6,15,14,11,10,0,9,12"
xgb_scratch,True,19,148,"2,6,3,4,5,1,8,12,10,11,14,7,0,9,13,15"
